FID,profile_id,file_id,sattag_program,device_id,device_wmo_ref,tag_type,common_name,release_site,state_country,age_class,sex,timestamp,min_pressure,max_pressure,nb_measurements,geom,colour,size
aatams_sattag_dm_profile_map.5679933,5679933,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-20T12:02:00,4,14,11,"LINESTRING (124.123740866418 -33.4349968329375, 124.124636692684 -33.4364220110876)",#53902C,39833600
aatams_sattag_dm_profile_map.5679762,5679762,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-25T17:16:00,4,7,4,"LINESTRING (124.002547358491 -33.6190641981132, 124.015045471698 -33.6058868396226)",#53902C,39833600
aatams_sattag_dm_profile_map.5679922,5679922,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-19T12:12:00,4,14,11,"LINESTRING (124.116946777701 -33.2661763215115, 124.115295800145 -33.2634826212889)",#53902C,39833600
aatams_sattag_dm_profile_map.5679893,5679893,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-14T18:44:00,4,10,7,"LINESTRING (124.252483069967 -33.1049119638996, 124.18163168831 -33.2644481385267)",#53902C,39833600
aatams_sattag_dm_profile_map.5679710,5679710,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-16T09:42:00,,,9,"LINESTRING (124.047196025899 -33.5304609287788, 124.048321277071 -33.5273664880554)",#53902C,39833600
aatams_sattag_dm_profile_map.5679789,5679789,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-28T06:12:00,4,12,9,"LINESTRING (124.132694538227 -33.2786393759529, 124.023934928135 -33.5277793857058)",#53902C,39833600
aatams_sattag_dm_profile_map.5679813,5679813,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-01T23:48:00,4,14,11,"LINESTRING (124.239385333956 -33.1166165343298, 124.242748248482 -33.1219971975712)",#53902C,39833600
aatams_sattag_dm_profile_map.5679777,5679777,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-27T06:10:00,4,13,10,"LINESTRING (124.197649019295 -33.1375166640089, 124.238883706412 -33.0869273165077)",#53902C,39833600
aatams_sattag_dm_profile_map.5679708,5679708,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-16T05:46:00,4,7,5,"LINESTRING (123.98443759859 -33.6767767467755, 124.046070774727 -33.5335553695021)",#53902C,39833600
aatams_sattag_dm_profile_map.5679801,5679801,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-31T18:16:00,4,15,13,"LINESTRING (124.133248111563 -33.3153834979644, 124.146645352675 -33.1792900461355)",#53902C,39833600
aatams_sattag_dm_profile_map.5679677,5679677,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-08T12:44:00,4,8,5,"LINESTRING (124.018663198541 -33.5903592191355, 124.019402038921 -33.5961693588859)",#53902C,39833600
aatams_sattag_dm_profile_map.5679689,5679689,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-12T06:18:00,4,11,9,"LINESTRING (124.175063054022 -33.1521891620672, 124.232141541445 -33.0830578445629)",#53902C,39833600
aatams_sattag_dm_profile_map.5679678,5679678,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-11T14:32:00,4,10,7,"LINESTRING (124.019402038921 -33.5961693588859, 124.022917007684 -33.5940500394846)",#53902C,39833600
aatams_sattag_dm_profile_map.5679975,5679975,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-29T04:52:00,,,13,"LINESTRING (124.152708312083 -33.1467251402339, 124.157359000503 -33.1480305966324)",#53902C,39833600
aatams_sattag_dm_profile_map.5679699,5679699,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-13T06:00:00,4,11,8,"LINESTRING (124.221680361545 -33.033045056149, 124.220201314708 -33.034178992057)",#53902C,39833600
aatams_sattag_dm_profile_map.5679941,5679941,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-23T16:24:00,4,15,13,"LINESTRING (124.096404607988 -33.3819161279571, 124.093062986905 -33.3702204541687)",#53902C,39833600
aatams_sattag_dm_profile_map.5679643,5679643,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-03T04:20:00,4,9,6,"LINESTRING (124.183259414508 -33.1715846122628, 124.175529299362 -33.2160350318496)",#53902C,39833600
aatams_sattag_dm_profile_map.5679610,5679610,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-11-28T00:08:00,4,17,15,"LINESTRING (124.139525798518 -33.1533316953322, 124.132891891892 -33.1537528957529)",#53902C,39833600
aatams_sattag_dm_profile_map.5679796,5679796,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-31T13:54:00,4,11,8,"LINESTRING (124.084565648217 -33.4120264244485, 124.088430222959 -33.4090536746471)",#53902C,39833600
aatams_sattag_dm_profile_map.5679977,5679977,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-29T06:04:00,4,15,13,"LINESTRING (124.194564507904 -33.1584742478327, 124.199215196326 -33.1597797042319)",#53902C,39833600
aatams_sattag_dm_profile_map.5679670,5679670,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-07T18:06:00,4,13,10,"LINESTRING (124.15943128655 -33.1592370045484, 124.091814501117 -33.3631418466137)",#53902C,39833600
aatams_sattag_dm_profile_map.5679747,5679747,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-21T06:20:00,4,17,15,"LINESTRING (124.204973459869 -33.1617300949015, 124.205739844425 -33.1276539325843)",#53902C,39833600
aatams_sattag_dm_profile_map.5679867,5679867,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-11T00:06:00,4,11,8,"LINESTRING (124.129231145537 -33.3195377089255, 124.129622503056 -33.3187549938874)",#53902C,39833600
aatams_sattag_dm_profile_map.5679776,5679776,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-27T06:04:00,4,14,11,"LINESTRING (124.197878647743 -33.1394685058166, 124.197649019295 -33.1375166640089)",#53902C,39833600
aatams_sattag_dm_profile_map.5679748,5679748,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-21T12:06:00,4,14,11,"LINESTRING (124.205739844425 -33.1276539325843, 124.203872947274 -33.1268449438186)",#53902C,39833600
aatams_sattag_dm_profile_map.5679721,5679721,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-17T06:10:00,4,13,10,"LINESTRING (124.192877076412 -33.1450332225914, 124.215675821999 -33.0733241780008)",#53902C,39833600
aatams_sattag_dm_profile_map.5679882,5679882,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-13T18:08:00,4,6,3,"LINESTRING (124.141996364837 -33.2944434897564, 124.090957974265 -33.2143362058787)",#53902C,39833600
aatams_sattag_dm_profile_map.5679735,5679735,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-19T00:12:00,4,6,3,"LINESTRING (123.989074472244 -33.5377765832682, 123.993194226177 -33.5784755722478)",#53902C,39833600
aatams_sattag_dm_profile_map.5679878,5679878,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-13T12:02:00,4,11,9,"LINESTRING (124.013792219764 -33.4685322640126, 124.013814343658 -33.4681561578179)",#53902C,39833600
aatams_sattag_dm_profile_map.5679641,5679641,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-03T00:04:00,4,8,5,"LINESTRING (124.17664232831 -33.1455596119484, 124.175907071738 -33.1456821547104)",#53902C,39833600
aatams_sattag_dm_profile_map.5679600,5679600,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-11-27T06:04:00,4,15,13,"LINESTRING (124.093210745957 -33.5203677621298, 124.093461137194 -33.5196165884179)",#53902C,39833600
aatams_sattag_dm_profile_map.5679964,5679964,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-28T00:10:00,4,8,5,"LINESTRING (124.044199919711 -33.4741501405058, 124.07242760027 -33.4305683208699)",#53902C,39833600
aatams_sattag_dm_profile_map.5679866,5679866,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-11T00:00:00,4,9,6,"LINESTRING (124.128644109254 -33.320711781492, 124.129231145537 -33.3195377089255)",#53902C,39833600
aatams_sattag_dm_profile_map.5679916,5679916,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-19T03:58:00,,,5,"LINESTRING (124.095358033652 -33.3655938634111, 124.096284460574 -33.3660689541405)",#53902C,39833600
aatams_sattag_dm_profile_map.5679703,5679703,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-13T12:10:00,4,6,4,"LINESTRING (124.168488972614 -33.1581765300514, 124.161982815655 -33.1673292593328)",#53902C,39833600
aatams_sattag_dm_profile_map.5679706,5679706,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-13T18:06:00,4,12,9,"LINESTRING (124.11896146284 -33.3138525363727, 123.983635891248 -33.6781017908535)",#53902C,39833600
aatams_sattag_dm_profile_map.5679969,5679969,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-28T12:12:00,4,14,11,"LINESTRING (124.084672982444 -33.3772238596549, 124.092588771926 -33.3733501754405)",#53902C,39833600
aatams_sattag_dm_profile_map.5679837,5679837,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-06T00:02:00,4,8,7,"LINESTRING (124.149100097498 -33.1698063048424, 124.1472281443 -33.1687533311688)",#53902C,39833600
aatams_sattag_dm_profile_map.5679971,5679971,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-28T18:06:00,4,12,9,"LINESTRING (124.154920298072 -33.2893212376478, 124.155736756844 -33.2874939251579)",#53902C,39833600
aatams_sattag_dm_profile_map.5679986,5679986,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-30T00:00:00,4,5,2,"LINESTRING (123.997763649361 -33.605308283442, 123.997393709231 -33.6057908140467)",#53902C,39833600
aatams_sattag_dm_profile_map.5679939,5679939,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-23T00:06:00,4,9,6,"LINESTRING (124.067416879795 -33.481812020461, 124.101973976463 -33.4014089176198)",#53902C,39833600
aatams_sattag_dm_profile_map.5679787,5679787,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-28T06:02:00,4,12,9,"LINESTRING (124.135292011548 -33.2727746405919, 124.133733527553 -33.2762934818146)",#53902C,39833600
aatams_sattag_dm_profile_map.5679930,5679930,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-20T06:12:00,,,5,"LINESTRING (124.097509300834 -33.2583672225786, 124.1024355356 -33.2625237331623)",#53902C,39833600
aatams_sattag_dm_profile_map.5679966,5679966,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-28T09:30:00,4,13,10,"LINESTRING (124.075364377974 -33.4309660095173, 124.079966737438 -33.4173503184713)",#53902C,39833600
aatams_sattag_dm_profile_map.5679717,5679717,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-17T02:06:00,4,13,10,"LINESTRING (124.186988659794 -33.1615324742268, 124.187571870399 -33.1598623711296)",#53902C,39833600
aatams_sattag_dm_profile_map.5679749,5679749,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-21T12:12:00,4,14,11,"LINESTRING (124.203872947274 -33.1268449438186, 124.143369999999 -33.1853150000004)",#53902C,39833600
aatams_sattag_dm_profile_map.5679697,5679697,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-13T00:06:00,4,10,7,"LINESTRING (124.312737588652 -33.0033651259477, 124.318695035461 -33.0060357055515)",#53902C,39833600
aatams_sattag_dm_profile_map.5679959,5679959,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-27T17:58:00,,,10,"LINESTRING (124.00515373997 -33.6332307825038, 124.014694516975 -33.6172445604802)",#53902C,39833600
aatams_sattag_dm_profile_map.5679624,5679624,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-01T13:50:00,4,17,14,"LINESTRING (124.170389261745 -33.215389261745, 124.188088007096 -33.1935887829699)",#53902C,39833600
aatams_sattag_dm_profile_map.5679711,5679711,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-16T09:48:00,,,7,"LINESTRING (124.048321277071 -33.5273664880554, 124.073451886582 -33.4582573119)",#53902C,39833600
aatams_sattag_dm_profile_map.5679617,5679617,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-11-28T18:04:00,4,9,6,"LINESTRING (123.93999180701 -33.5901747837961, 124.008925977504 -33.566706695233)",#53902C,39833600
aatams_sattag_dm_profile_map.5679868,5679868,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-11T00:10:00,4,13,10,"LINESTRING (124.129622503056 -33.3187549938874, 124.085828878862 -33.436444290177)",#53902C,39833600
aatams_sattag_dm_profile_map.5679614,5679614,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-11-28T06:12:00,4,6,3,"LINESTRING (124.175036254087 -33.0884818729564, 123.920715658021 -33.564460454691)",#53902C,39833600
aatams_sattag_dm_profile_map.5679619,5679619,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-01T01:24:00,4,11,8,"LINESTRING (124.010429994643 -33.563939689343, 124.011934011784 -33.5611726834494)",#53902C,39833600
aatams_sattag_dm_profile_map.5679963,5679963,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-28T00:04:00,4,10,7,"LINESTRING (124.043621838621 -33.475161782414, 124.044199919711 -33.4741501405058)",#53902C,39833600
aatams_sattag_dm_profile_map.5679892,5679892,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-14T18:08:00,4,10,7,"LINESTRING (124.267711425781 -33.077630859375, 124.252483069967 -33.1049119638996)",#53902C,39833600
aatams_sattag_dm_profile_map.5679894,5679894,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-15T05:08:00,4,17,15,"LINESTRING (124.18163168831 -33.2644481385267, 124.187418030256 -33.2727352577956)",#53902C,39833600
aatams_sattag_dm_profile_map.5679931,5679931,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-20T06:20:00,,,6,"LINESTRING (124.1024355356 -33.2625237331623, 124.114185386269 -33.4197949327009)",#53902C,39833600
aatams_sattag_dm_profile_map.5679895,5679895,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-15T05:30:00,4,15,13,"LINESTRING (124.187418030256 -33.2727352577956, 124.186677060822 -33.2762178141384)",#53902C,39833600
aatams_sattag_dm_profile_map.5679909,5679909,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-18T00:14:00,4,12,9,"LINESTRING (124.094635687733 -33.4273643122672, 124.093743494422 -33.4282565055775)",#53902C,39833600
aatams_sattag_dm_profile_map.5679679,5679679,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-11T14:38:00,4,15,13,"LINESTRING (124.022917007684 -33.5940500394846, 124.092492162122 -33.5463681683459)",#53902C,39833600
aatams_sattag_dm_profile_map.5679667,5679667,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-07T12:06:00,4,9,7,"LINESTRING (124.158045369334 -33.1461338582705, 124.156380577433 -33.1451889763808)",#53902C,39833600
aatams_sattag_dm_profile_map.5679739,5679739,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-20T18:04:00,4,12,9,"LINESTRING (124.074912709261 -33.4603614622445, 124.07735206696 -33.4568356679229)",#53902C,39833600
aatams_sattag_dm_profile_map.5679809,5679809,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-01T12:06:00,4,9,6,"LINESTRING (124.319911738225 -32.9881525067543, 124.3111834727 -32.9888165272996)",#53902C,39833600
aatams_sattag_dm_profile_map.5679901,5679901,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-15T15:28:00,4,11,8,"LINESTRING (124.038776429287 -33.4969836509552, 123.990828427635 -33.5856069849016)",#53902C,39833600
aatams_sattag_dm_profile_map.5679870,5679870,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-11T06:08:00,4,11,8,"LINESTRING (124.085079139188 -33.4387559875043, 124.084068524971 -33.4455203252052)",#53902C,39833600
aatams_sattag_dm_profile_map.5679618,5679618,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-01T01:18:00,4,13,10,"LINESTRING (124.008925977504 -33.566706695233, 124.010429994643 -33.563939689343)",#53902C,39833600
aatams_sattag_dm_profile_map.5679615,5679615,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-11-28T16:44:00,4,7,4,"LINESTRING (123.920715658021 -33.564460454691, 123.919332372719 -33.5683221261607)",#53902C,39833600
aatams_sattag_dm_profile_map.5679674,5679674,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-08T08:48:00,4,10,7,"LINESTRING (124.072730885791 -33.4778540133324, 124.072252922329 -33.4799113343228)",#53902C,39833600
aatams_sattag_dm_profile_map.5679657,5679657,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-06T12:38:00,4,11,9,"LINESTRING (124.055930635837 -33.4777704046262, 124.151791827813 -33.3323627038823)",#53902C,39833600
aatams_sattag_dm_profile_map.5679818,5679818,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-02T06:06:00,4,19,18,"LINESTRING (124.242981694563 -33.14299511855, 124.146712780656 -33.2362967184801)",#53902C,39833600
aatams_sattag_dm_profile_map.5679880,5679880,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-13T12:50:00,4,10,7,"LINESTRING (124.021141111292 -33.4430053772201, 124.140509253139 -33.2958711169861)",#53902C,39833600
aatams_sattag_dm_profile_map.5679913,5679913,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-18T06:18:00,4,11,8,"LINESTRING (124.16269757999 -33.3925239564723, 124.148235053155 -33.2822245196528)",#53902C,39833600
aatams_sattag_dm_profile_map.5679744,5679744,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-21T01:54:00,4,15,13,"LINESTRING (124.169152278097 -33.2330725615912, 124.202502814864 -33.1598771111482)",#53902C,39833600
aatams_sattag_dm_profile_map.5679960,5679960,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-27T18:42:00,,,10,"LINESTRING (124.014694516975 -33.6172445604802, 124.019080939948 -33.6082628372498)",#53902C,39833600
aatams_sattag_dm_profile_map.5679731,5679731,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-18T18:08:00,4,10,7,"LINESTRING (124.167203548196 -33.1051051448847, 124.166366173862 -33.1050909520994)",#53902C,39833600
aatams_sattag_dm_profile_map.5679921,5679921,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-19T12:06:00,4,9,6,"LINESTRING (124.118185010859 -33.2681965966651, 124.116946777701 -33.2661763215115)",#53902C,39833600
aatams_sattag_dm_profile_map.5679800,5679800,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-31T18:10:00,4,14,11,"LINESTRING (124.132620569437 -33.3182074375344, 124.133248111563 -33.3153834979644)",#53902C,39833600
aatams_sattag_dm_profile_map.5679651,5679651,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-03T18:08:00,4,9,6,"LINESTRING (124.073829726419 -33.481458962842, 124.024196531789 -33.537430520237)",#53902C,39833600
aatams_sattag_dm_profile_map.5679864,5679864,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-10T22:26:00,4,12,9,"LINESTRING (124.135988772647 -33.3396769584071, 124.142299717249 -33.3337002827512)",#53902C,39833600
aatams_sattag_dm_profile_map.5679871,5679871,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-11T06:22:00,,,9,"LINESTRING (124.084068524971 -33.4455203252052, 123.976776060432 -33.6276783265507)",#53902C,39833600
aatams_sattag_dm_profile_map.5679881,5679881,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-13T18:02:00,4,5,3,"LINESTRING (124.140509253139 -33.2958711169861, 124.141996364837 -33.2944434897564)",#53902C,39833600
aatams_sattag_dm_profile_map.5679928,5679928,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-20T05:40:00,4,9,7,"LINESTRING (124.077804361778 -33.2417411802499, 124.081499037845 -33.2448585631815)",#53902C,39833600
aatams_sattag_dm_profile_map.5679873,5679873,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-13T05:00:00,4,5,2,"LINESTRING (123.964495969705 -33.6131330808777, 123.964437543955 -33.6126461996213)",#53902C,39833600
aatams_sattag_dm_profile_map.5679874,5679874,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-13T05:06:00,4,6,3,"LINESTRING (123.964437543955 -33.6126461996213, 123.965426168853 -33.6077164480323)",#53902C,39833600
aatams_sattag_dm_profile_map.5679953,5679953,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-24T18:02:00,4,16,13,"LINESTRING (124.169505941572 -33.2288024426501, 124.1685750949 -33.2297530945701)",#53902C,39833600
aatams_sattag_dm_profile_map.5679973,5679973,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-28T20:08:00,4,14,11,"LINESTRING (124.166283410137 -33.2613886328753, 124.148057623664 -33.1454196838354)",#53902C,39833600
aatams_sattag_dm_profile_map.5679770,5679770,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-26T21:46:00,,,12,"LINESTRING (124.176272403138 -33.2761994295222, 124.18517185643 -33.2726624673164)",#53902C,39833600
aatams_sattag_dm_profile_map.5679768,5679768,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-26T15:14:00,4,10,7,"LINESTRING (124.000250249252 -33.40868444666, 124.000393818544 -33.4069257228327)",#53902C,39833600
aatams_sattag_dm_profile_map.5679790,5679790,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-28T12:00:00,4,7,4,"LINESTRING (124.023934928135 -33.5277793857058, 124.020993404213 -33.5346901949203)",#53902C,39833600
aatams_sattag_dm_profile_map.5679828,5679828,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-05T03:40:00,4,5,3,"LINESTRING (123.97117249231 -33.6361033435866, 124.035232819078 -33.5548387096733)",#53902C,39833600
